Machine Module,N9322C,CN0743A505
MCU Version,A.05.14
DSP Version,A.05.02.00 SA
FPGA Version,A.02.80
06:40:04 11.18.2023
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),1.234192,AUTO
Start Frequency,+9.961956523e+08
Stop Frequency,+1.003804348e+09
Frequency Offset,+0.000000000e+00
Average Type,Log Pwr
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+02,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Fast
PreAmp State,OFF
Ref Level,+1.900000000e+01
Attenuation,40,AUTO
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,1.000000 GHz,15.81 dBm
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Pos Peak,
Trace Data
+9.961956523e+08,-6.908143616e+01,
+9.962121929e+08,-6.920237732e+01,
+9.962287335e+08,-6.775225830e+01,
+9.962452742e+08,-6.792405701e+01,
+9.962618148e+08,-6.733570099e+01,
+9.962783555e+08,-6.945695496e+01,
+9.962948961e+08,-6.771413422e+01,
+9.963114367e+08,-6.787918854e+01,
+9.963279774e+08,-6.804409790e+01,
+9.963445180e+08,-6.890882874e+01,
+9.963610587e+08,-6.492533875e+01,
+9.963775993e+08,-6.938577271e+01,
+9.963941400e+08,-6.792903900e+01,
+9.964106806e+08,-6.725022125e+01,
+9.964272212e+08,-6.867890167e+01,
+9.964437619e+08,-6.888040924e+01,
+9.964603025e+08,-6.830543518e+01,
+9.964768432e+08,-6.793206024e+01,
+9.964933838e+08,-6.982372284e+01,
+9.965099245e+08,-7.041066742e+01,
+9.965264651e+08,-6.892687988e+01,
+9.965430057e+08,-6.963842773e+01,
+9.965595464e+08,-6.859561157e+01,
+9.965760870e+08,-6.804274750e+01,
+9.965926277e+08,-6.706119537e+01,
+9.966091683e+08,-6.775223541e+01,
+9.966257090e+08,-6.861897278e+01,
+9.966422496e+08,-6.729785156e+01,
+9.966587902e+08,-6.868411255e+01,
+9.966753309e+08,-6.773515320e+01,
+9.966918715e+08,-6.745466614e+01,
+9.967084122e+08,-6.916317749e+01,
+9.967249528e+08,-6.838442230e+01,
+9.967414934e+08,-7.003746033e+01,
+9.967580341e+08,-6.784453583e+01,
+9.967745747e+08,-6.916351318e+01,
+9.967911154e+08,-6.821482086e+01,
+9.968076560e+08,-6.647961426e+01,
+9.968241967e+08,-6.829982758e+01,
+9.968407373e+08,-6.780599213e+01,
+9.968572779e+08,-6.845908356e+01,
+9.968738186e+08,-6.901422119e+01,
+9.968903592e+08,-6.591333771e+01,
+9.969068999e+08,-6.831790161e+01,
+9.969234405e+08,-6.685520935e+01,
+9.969399812e+08,-6.645362091e+01,
+9.969565218e+08,-6.699903107e+01,
+9.969730624e+08,-6.816238403e+01,
+9.969896031e+08,-6.746785736e+01,
+9.970061437e+08,-5.368288422e+01,
+9.970226844e+08,-6.898821259e+01,
+9.970392250e+08,-6.626641083e+01,
+9.970557657e+08,-6.683234406e+01,
+9.970723063e+08,-6.847856903e+01,
+9.970888469e+08,-6.765906525e+01,
+9.971053876e+08,-6.919909668e+01,
+9.971219282e+08,-6.584751892e+01,
+9.971384689e+08,-6.589619446e+01,
+9.971550095e+08,-6.595346069e+01,
+9.971715502e+08,-6.873654175e+01,
+9.971880908e+08,-6.810820770e+01,
+9.972046314e+08,-6.780313873e+01,
+9.972211721e+08,-6.853269196e+01,
+9.972377127e+08,-6.869075012e+01,
+9.972542534e+08,-6.771239471e+01,
+9.972707940e+08,-6.921974182e+01,
+9.972873346e+08,-6.882672882e+01,
+9.973038753e+08,-6.754766083e+01,
+9.973204159e+08,-6.761880493e+01,
+9.973369566e+08,-6.796469116e+01,
+9.973534972e+08,-6.852069092e+01,
+9.973700379e+08,-6.726057434e+01,
+9.973865785e+08,-6.775886536e+01,
+9.974031191e+08,-6.843249512e+01,
+9.974196598e+08,-6.815209198e+01,
+9.974362004e+08,-7.057919312e+01,
+9.974527411e+08,-7.079721069e+01,
+9.974692817e+08,-6.658222961e+01,
+9.974858224e+08,-6.776084900e+01,
+9.975023630e+08,-6.550466919e+01,
+9.975189036e+08,-6.643919373e+01,
+9.975354443e+08,-6.802322388e+01,
+9.975519849e+08,-6.655320740e+01,
+9.975685256e+08,-6.961685181e+01,
+9.975850662e+08,-6.900887299e+01,
+9.976016069e+08,-6.866027069e+01,
+9.976181475e+08,-6.790486908e+01,
+9.976346881e+08,-6.628109741e+01,
+9.976512288e+08,-6.735403442e+01,
+9.976677694e+08,-6.879373169e+01,
+9.976843101e+08,-7.135981750e+01,
+9.977008507e+08,-6.895474243e+01,
+9.977173914e+08,-6.713589478e+01,
+9.977339320e+08,-6.834974670e+01,
+9.977504726e+08,-6.942913818e+01,
+9.977670133e+08,-6.931137848e+01,
+9.977835539e+08,-6.791838074e+01,
+9.978000946e+08,-6.888304138e+01,
+9.978166352e+08,-7.014181519e+01,
+9.978331758e+08,-6.797319031e+01,
+9.978497165e+08,-6.905332947e+01,
+9.978662571e+08,-6.621389771e+01,
+9.978827978e+08,-6.686366272e+01,
+9.978993384e+08,-6.790270996e+01,
+9.979158791e+08,-6.594694519e+01,
+9.979324197e+08,-6.901406860e+01,
+9.979489603e+08,-6.890220642e+01,
+9.979655010e+08,-6.769093323e+01,
+9.979820416e+08,-6.831977844e+01,
+9.979985823e+08,-6.907305908e+01,
+9.980151229e+08,-6.615890503e+01,
+9.980316636e+08,-6.585932922e+01,
+9.980482042e+08,-6.879004669e+01,
+9.980647448e+08,-6.687037659e+01,
+9.980812855e+08,-6.715571594e+01,
+9.980978261e+08,-6.687153625e+01,
+9.981143668e+08,-6.870999146e+01,
+9.981309074e+08,-6.831913757e+01,
+9.981474481e+08,-6.700765991e+01,
+9.981639887e+08,-6.869569397e+01,
+9.981805293e+08,-6.986341858e+01,
+9.981970700e+08,-6.771349335e+01,
+9.982136106e+08,-6.813864136e+01,
+9.982301513e+08,-6.821440887e+01,
+9.982466919e+08,-6.727884674e+01,
+9.982632325e+08,-6.746769714e+01,
+9.982797732e+08,-6.686613464e+01,
+9.982963138e+08,-6.988026428e+01,
+9.983128545e+08,-6.756362915e+01,
+9.983293951e+08,-6.629779816e+01,
+9.983459358e+08,-6.834629059e+01,
+9.983624764e+08,-7.021188354e+01,
+9.983790170e+08,-6.695172119e+01,
+9.983955577e+08,-6.775109100e+01,
+9.984120983e+08,-6.634484863e+01,
+9.984286390e+08,-6.513695526e+01,
+9.984451796e+08,-6.790322876e+01,
+9.984617203e+08,-6.634777832e+01,
+9.984782609e+08,-6.790953064e+01,
+9.984948015e+08,-5.490213394e+01,
+9.985113422e+08,-6.843093109e+01,
+9.985278828e+08,-7.093006897e+01,
+9.985444235e+08,-6.810317230e+01,
+9.985609641e+08,-6.752646637e+01,
+9.985775048e+08,-6.795391083e+01,
+9.985940454e+08,-6.959503174e+01,
+9.986105860e+08,-6.830395508e+01,
+9.986271267e+08,-6.860923767e+01,
+9.986436673e+08,-6.860002899e+01,
+9.986602080e+08,-6.705451965e+01,
+9.986767486e+08,-6.877134705e+01,
+9.986932893e+08,-6.819826508e+01,
+9.987098299e+08,-6.854077911e+01,
+9.987263705e+08,-6.608421326e+01,
+9.987429112e+08,-6.634128571e+01,
+9.987594518e+08,-6.835665894e+01,
+9.987759925e+08,-6.872904968e+01,
+9.987925331e+08,-6.865486908e+01,
+9.988090737e+08,-6.758119202e+01,
+9.988256144e+08,-6.718332672e+01,
+9.988421550e+08,-6.747183990e+01,
+9.988586957e+08,-6.847399902e+01,
+9.988752363e+08,-6.981601715e+01,
+9.988917770e+08,-6.738897705e+01,
+9.989083176e+08,-6.846685791e+01,
+9.989248582e+08,-6.717339325e+01,
+9.989413989e+08,-6.735558319e+01,
+9.989579395e+08,-6.755092621e+01,
+9.989744802e+08,-6.556320190e+01,
+9.989910208e+08,-6.782320404e+01,
+9.990075615e+08,-6.602386475e+01,
+9.990241021e+08,-6.748771667e+01,
+9.990406427e+08,-6.796097565e+01,
+9.990571834e+08,-6.853604889e+01,
+9.990737240e+08,-6.653230286e+01,
+9.990902647e+08,-6.686130524e+01,
+9.991068053e+08,-6.627252960e+01,
+9.991233460e+08,-6.814129639e+01,
+9.991398866e+08,-6.757803345e+01,
+9.991564272e+08,-6.532057953e+01,
+9.991729679e+08,-6.734900665e+01,
+9.991895085e+08,-6.828624725e+01,
+9.992060492e+08,-6.682410431e+01,
+9.992225898e+08,-6.629363251e+01,
+9.992391305e+08,-6.794155884e+01,
+9.992556711e+08,-6.897225189e+01,
+9.992722117e+08,-6.646218872e+01,
+9.992887524e+08,-6.542118835e+01,
+9.993052930e+08,-6.555097961e+01,
+9.993218337e+08,-6.532011414e+01,
+9.993383743e+08,-6.668812561e+01,
+9.993549149e+08,-6.701133728e+01,
+9.993714556e+08,-6.624207306e+01,
+9.993879962e+08,-6.626925659e+01,
+9.994045369e+08,-6.659453583e+01,
+9.994210775e+08,-6.483012390e+01,
+9.994376182e+08,-6.328826523e+01,
+9.994541588e+08,-6.713314819e+01,
+9.994706994e+08,-6.514112854e+01,
+9.994872401e+08,-6.653582764e+01,
+9.995037807e+08,-6.597019958e+01,
+9.995203214e+08,-6.560805511e+01,
+9.995368620e+08,-6.489023590e+01,
+9.995534027e+08,-6.689936829e+01,
+9.995699433e+08,-6.659664917e+01,
+9.995864839e+08,-6.427813721e+01,
+9.996030246e+08,-6.242730331e+01,
+9.996195652e+08,-6.442315674e+01,
+9.996361059e+08,-6.194758987e+01,
+9.996526465e+08,-6.367082214e+01,
+9.996691872e+08,-6.252533340e+01,
+9.996857278e+08,-6.382956314e+01,
+9.997022684e+08,-6.247738647e+01,
+9.997188091e+08,-6.156218719e+01,
+9.997353497e+08,-6.214962769e+01,
+9.997518904e+08,-6.247727966e+01,
+9.997684310e+08,-5.903093338e+01,
+9.997849716e+08,-5.914300919e+01,
+9.998015123e+08,-5.935771561e+01,
+9.998180529e+08,-6.110114670e+01,
+9.998345936e+08,-6.003714752e+01,
+9.998511342e+08,-5.759164429e+01,
+9.998676749e+08,-5.649372864e+01,
+9.998842155e+08,-5.524344635e+01,
+9.999007561e+08,-5.524431229e+01,
+9.999172968e+08,-5.192915726e+01,
+9.999338374e+08,-4.863111496e+01,
+9.999503781e+08,-4.617562485e+01,
+9.999669187e+08,-4.636009216e+01,
+9.999834594e+08,-4.239588165e+01,
+1.000000000e+09,+1.580919361e+01,
+1.000016541e+09,-4.228464508e+01,
+1.000033081e+09,-4.364419556e+01,
+1.000049622e+09,-4.698183441e+01,
+1.000066163e+09,-4.839704132e+01,
+1.000082703e+09,-5.250595093e+01,
+1.000099244e+09,-5.227278519e+01,
+1.000115784e+09,-5.400298691e+01,
+1.000132325e+09,-5.622422409e+01,
+1.000148866e+09,-5.914300919e+01,
+1.000165406e+09,-5.826396179e+01,
+1.000181947e+09,-5.901783752e+01,
+1.000198488e+09,-5.976850128e+01,
+1.000215028e+09,-5.860234833e+01,
+1.000231569e+09,-6.056957626e+01,
+1.000248110e+09,-6.255949783e+01,
+1.000264650e+09,-6.281088638e+01,
+1.000281191e+09,-6.111932755e+01,
+1.000297732e+09,-6.176448822e+01,
+1.000314272e+09,-6.410472870e+01,
+1.000330813e+09,-6.292549133e+01,
+1.000347353e+09,-6.325785065e+01,
+1.000363894e+09,-6.467531586e+01,
+1.000380435e+09,-6.484466553e+01,
+1.000396975e+09,-6.404966736e+01,
+1.000413516e+09,-6.494962311e+01,
+1.000430057e+09,-6.281986237e+01,
+1.000446597e+09,-6.347778320e+01,
+1.000463138e+09,-6.751470947e+01,
+1.000479679e+09,-6.872251129e+01,
+1.000496219e+09,-6.588016510e+01,
+1.000512760e+09,-6.492051697e+01,
+1.000529301e+09,-6.611782074e+01,
+1.000545841e+09,-6.569205475e+01,
+1.000562382e+09,-6.429223633e+01,
+1.000578922e+09,-6.555608368e+01,
+1.000595463e+09,-6.528440857e+01,
+1.000612004e+09,-6.723593140e+01,
+1.000628544e+09,-6.532395172e+01,
+1.000645085e+09,-6.785237122e+01,
+1.000661626e+09,-6.858710480e+01,
+1.000678166e+09,-6.847025299e+01,
+1.000694707e+09,-6.734180450e+01,
+1.000711248e+09,-6.584840393e+01,
+1.000727788e+09,-6.704435730e+01,
+1.000744329e+09,-6.590910339e+01,
+1.000760870e+09,-6.799711609e+01,
+1.000777410e+09,-6.878333282e+01,
+1.000793951e+09,-6.592688751e+01,
+1.000810491e+09,-6.824347687e+01,
+1.000827032e+09,-6.779626465e+01,
+1.000843573e+09,-6.722151947e+01,
+1.000860113e+09,-6.731757355e+01,
+1.000876654e+09,-6.722356415e+01,
+1.000893195e+09,-6.465296173e+01,
+1.000909735e+09,-6.742593384e+01,
+1.000926276e+09,-6.801459503e+01,
+1.000942817e+09,-6.642735291e+01,
+1.000959357e+09,-6.637085724e+01,
+1.000975898e+09,-6.632702637e+01,
+1.000992439e+09,-6.847512054e+01,
+1.001008979e+09,-6.903765869e+01,
+1.001025520e+09,-6.465113068e+01,
+1.001042060e+09,-6.695133209e+01,
+1.001058601e+09,-6.689153290e+01,
+1.001075142e+09,-6.814411926e+01,
+1.001091682e+09,-6.671273804e+01,
+1.001108223e+09,-6.878877258e+01,
+1.001124764e+09,-6.661726379e+01,
+1.001141304e+09,-6.858503723e+01,
+1.001157845e+09,-6.809678650e+01,
+1.001174386e+09,-6.825305176e+01,
+1.001190926e+09,-6.878455353e+01,
+1.001207467e+09,-6.672351074e+01,
+1.001224008e+09,-6.782792664e+01,
+1.001240548e+09,-6.676654053e+01,
+1.001257089e+09,-7.001037598e+01,
+1.001273629e+09,-6.939562988e+01,
+1.001290170e+09,-6.845611572e+01,
+1.001306711e+09,-6.871632385e+01,
+1.001323251e+09,-6.791981506e+01,
+1.001339792e+09,-6.717697144e+01,
+1.001356333e+09,-6.746568298e+01,
+1.001372873e+09,-6.705045319e+01,
+1.001389414e+09,-6.814571381e+01,
+1.001405955e+09,-6.857231903e+01,
+1.001422495e+09,-6.782691956e+01,
+1.001439036e+09,-6.870204163e+01,
+1.001455577e+09,-6.777699280e+01,
+1.001472117e+09,-6.846807861e+01,
+1.001488658e+09,-6.952160645e+01,
+1.001505198e+09,-5.261181641e+01,
+1.001521739e+09,-6.842973328e+01,
+1.001538280e+09,-6.648377991e+01,
+1.001554820e+09,-6.721728516e+01,
+1.001571361e+09,-6.906285095e+01,
+1.001587902e+09,-6.847624207e+01,
+1.001604442e+09,-6.808039856e+01,
+1.001620983e+09,-6.815524292e+01,
+1.001637524e+09,-6.992198944e+01,
+1.001654064e+09,-6.760234070e+01,
+1.001670605e+09,-6.663373566e+01,
+1.001687146e+09,-6.970751953e+01,
+1.001703686e+09,-6.631303406e+01,
+1.001720227e+09,-6.630119324e+01,
+1.001736767e+09,-6.670138550e+01,
+1.001753308e+09,-6.995980835e+01,
+1.001769849e+09,-6.654808044e+01,
+1.001786389e+09,-6.778082275e+01,
+1.001802930e+09,-6.778132629e+01,
+1.001819471e+09,-6.822174072e+01,
+1.001836011e+09,-6.967691040e+01,
+1.001852552e+09,-6.837651825e+01,
+1.001869093e+09,-6.753890991e+01,
+1.001885633e+09,-6.845971680e+01,
+1.001902174e+09,-6.876776123e+01,
+1.001918715e+09,-6.770979309e+01,
+1.001935255e+09,-6.856532288e+01,
+1.001951796e+09,-6.802456665e+01,
+1.001968336e+09,-6.720982361e+01,
+1.001984877e+09,-6.720813751e+01,
+1.002001418e+09,-6.921235657e+01,
+1.002017958e+09,-6.806092834e+01,
+1.002034499e+09,-6.885662842e+01,
+1.002051040e+09,-6.850849915e+01,
+1.002067580e+09,-6.789245605e+01,
+1.002084121e+09,-6.678598785e+01,
+1.002100662e+09,-6.821356964e+01,
+1.002117202e+09,-6.878948975e+01,
+1.002133743e+09,-6.832817078e+01,
+1.002150284e+09,-6.697668457e+01,
+1.002166824e+09,-6.929925537e+01,
+1.002183365e+09,-6.929204559e+01,
+1.002199905e+09,-6.434236908e+01,
+1.002216446e+09,-6.645164490e+01,
+1.002232987e+09,-6.644248962e+01,
+1.002249527e+09,-6.885600281e+01,
+1.002266068e+09,-6.886732483e+01,
+1.002282609e+09,-6.770202637e+01,
+1.002299149e+09,-6.786641693e+01,
+1.002315690e+09,-6.837151337e+01,
+1.002332231e+09,-6.480867004e+01,
+1.002348771e+09,-6.884951019e+01,
+1.002365312e+09,-6.712722015e+01,
+1.002381853e+09,-6.907422638e+01,
+1.002398393e+09,-6.697987366e+01,
+1.002414934e+09,-6.601687622e+01,
+1.002431474e+09,-6.848252106e+01,
+1.002448015e+09,-6.651131439e+01,
+1.002464556e+09,-6.909976196e+01,
+1.002481096e+09,-6.855343628e+01,
+1.002497637e+09,-6.839109802e+01,
+1.002514178e+09,-6.835519409e+01,
+1.002530718e+09,-6.856781006e+01,
+1.002547259e+09,-6.818652344e+01,
+1.002563800e+09,-6.754321289e+01,
+1.002580340e+09,-6.828498077e+01,
+1.002596881e+09,-6.933081818e+01,
+1.002613421e+09,-6.930897522e+01,
+1.002629962e+09,-6.741410065e+01,
+1.002646503e+09,-6.754939270e+01,
+1.002663043e+09,-6.890653229e+01,
+1.002679584e+09,-6.882004547e+01,
+1.002696125e+09,-6.868482971e+01,
+1.002712665e+09,-6.784314728e+01,
+1.002729206e+09,-6.877732849e+01,
+1.002745747e+09,-6.851381683e+01,
+1.002762287e+09,-6.848391724e+01,
+1.002778828e+09,-6.776011658e+01,
+1.002795369e+09,-6.760567474e+01,
+1.002811909e+09,-6.718019867e+01,
+1.002828450e+09,-6.764597321e+01,
+1.002844990e+09,-6.760841370e+01,
+1.002861531e+09,-6.900993347e+01,
+1.002878072e+09,-6.853495789e+01,
+1.002894612e+09,-6.987197876e+01,
+1.002911153e+09,-6.699681091e+01,
+1.002927694e+09,-6.763014221e+01,
+1.002944234e+09,-6.911012268e+01,
+1.002960775e+09,-6.760902405e+01,
+1.002977316e+09,-6.748085785e+01,
+1.002993856e+09,-5.367786407e+01,
+1.003010397e+09,-6.656888580e+01,
+1.003026938e+09,-6.863751221e+01,
+1.003043478e+09,-6.876920319e+01,
+1.003060019e+09,-6.837252045e+01,
+1.003076559e+09,-6.748516846e+01,
+1.003093100e+09,-6.993644714e+01,
+1.003109641e+09,-6.541687012e+01,
+1.003126181e+09,-6.797370911e+01,
+1.003142722e+09,-6.852846527e+01,
+1.003159263e+09,-6.620876312e+01,
+1.003175803e+09,-6.696962738e+01,
+1.003192344e+09,-6.802071381e+01,
+1.003208885e+09,-6.783100891e+01,
+1.003225425e+09,-6.990232849e+01,
+1.003241966e+09,-6.750454712e+01,
+1.003258507e+09,-6.631492615e+01,
+1.003275047e+09,-6.950318146e+01,
+1.003291588e+09,-6.637913513e+01,
+1.003308128e+09,-6.610676575e+01,
+1.003324669e+09,-6.729133606e+01,
+1.003341210e+09,-6.835707092e+01,
+1.003357750e+09,-6.766880798e+01,
+1.003374291e+09,-6.813122559e+01,
+1.003390832e+09,-6.728384399e+01,
+1.003407372e+09,-6.735487366e+01,
+1.003423913e+09,-6.909465027e+01,
+1.003440454e+09,-6.808934021e+01,
+1.003456994e+09,-6.738684082e+01,
+1.003473535e+09,-6.708709717e+01,
+1.003490076e+09,-6.886782837e+01,
+1.003506616e+09,-6.829951477e+01,
+1.003523157e+09,-6.852136230e+01,
+1.003539697e+09,-6.862440491e+01,
+1.003556238e+09,-6.788520813e+01,
+1.003572779e+09,-6.971501160e+01,
+1.003589319e+09,-6.817855835e+01,
+1.003605860e+09,-6.545056915e+01,
+1.003622401e+09,-6.706265259e+01,
+1.003638941e+09,-6.894101715e+01,
+1.003655482e+09,-6.512849426e+01,
+1.003672023e+09,-6.774540710e+01,
+1.003688563e+09,-6.672396851e+01,
+1.003705104e+09,-6.722901917e+01,
+1.003721645e+09,-6.759375000e+01,
+1.003738185e+09,-6.669297028e+01,
+1.003754726e+09,-7.126371002e+01,
+1.003771266e+09,-6.673279572e+01,
+1.003787807e+09,-6.991608429e+01,
+1.003804348e+09,-6.772157288e+01,
